"","COD_DPTO","COD_MUNIC","MUNICIPIO","tasa_nat","tasa_def","tasa_vio","tasa_bps","tot"
"65","05","390","LA PINTADA",2.95543208417071,0,70.9303700200969,41.6666666666667,8459
"66","05","400","LA UNION",0.48475233562489,90.9090909090909,44.0683941477173,90.9090909090909,22692
"67","05","411","LIBORINA",0.859927383909803,0,124.211733231416,0,10466
"68","05","425","MACEO",0.116836078981189,0,35.0508236943568,0,8559
"69","05","440","MARINILLA",0.392795833454567,74.0740740740741,29.0959876633012,111.111111111111,68738
"70","05","467","MONTEBELLO",1.30321459600348,0,275.123081378511,0,6906
"71","05","475","MURINDO",16.4278892072588,11.6279069767442,95.5109837631328,37.037037037037,5235
"72","05","480","MUTATA",14.7546531302876,13.7614678899083,182.741116751269,87.8378378378378,14775
"73","05","483","NARIÑO",1.41123341800734,66.6666666666667,112.898673440587,66.6666666666667,10629
"74","05","490","NECOCLI",10.3032876651096,4.33839479392625,60.3446349149588,59.2255125284738,44743
"75","05","495","NECHI",4.37142544898182,16.6666666666667,69.2142362755455,78.9473684210526,27451
"76","05","501","OLAYA",0,NA,91.7711838482716,NA,3269
"77","05","541","PEÑOL",0.765179817257055,0,49.5116352342801,117.647058823529,22217
"78","05","543","PEQUE",7.29068673565381,0,11.7591721542803,83.3333333333333,8504
"79","05","576","PUEBLORRICO",2.32275190797478,0,154.850127198319,47.6190476190476,9041
"80","05","579","PUERTO BERRIO",14.8264223722276,1.6260162601626,50.6268081002893,50.4065040650407,41480
"81","05","585","PUERTO NARE",1.3339558460615,0,46.6884546121523,50,14993
"82","05","591","PUERTO TRIUNFO",0.988450733534492,0,156.071168452814,52.6315789473684,19222
"83","05","604","REMEDIOS",3.93320222659245,8.47457627118644,173.327555748142,36.3636363636364,30001
"84","05","607","RETIRO",0.0799456369668625,0,71.9510732701763,0,25017
"85","05","615","RIONEGRO",34.6424960877453,13.791724965021,158.567491586921,137.744902039184,144418
"86","05","628","SABANALARGA",4.84669687071963,0,31.608892635128,43.4782608695652,9491
"87","05","631","SABANETA",0,NA,278.826209663708,NA,88227
"88","05","642","SALGAR",2.2654233180549,0,63.2211158526948,23.2558139534884,18981
"89","05","647","SAN ANDRES DE CUERQUIA",2.25733634311512,0,172.619838002921,58.8235294117647,7531
"90","05","649","SAN CARLOS",1.55809911907473,0,95.883022712291,0,16687
"91","05","652","SAN FRANCISCO",0.677851211659041,0,118.623962040332,0,5901
"92","05","656","SAN JERONIMO",0.61652281134402,0,36.9913686806412,100,16220
"93","05","658","SAN JOSE DE LA MONTAÑA",0.77901843676967,0,25.9672812256557,333.333333333333,3851
"94","05","659","SAN JUAN DE URABA",6.88911800543631,13.6054421768707,0,40.8163265306122,21338
"95","05","660","SAN LUIS",3.09643173105279,23.8095238095238,176.938956060159,48.780487804878,13564
"96","05","664","SAN PEDRO DE LOS MILAGROS",2.50075453800716,34.4827586206897,0,105.263157894737,23193
"97","05","665","SAN PEDRO DE URABA",5.7028974398283,10.752688172043,42.9250344933313,53.7634408602151,32615
"98","05","667","SAN RAFAEL",1.3454011741683,0,73.385518590998,52.6315789473684,16352
"99","05","670","SAN ROQUE",2.5705801533484,17.2413793103448,53.184416965829,17.2413793103448,22563
"100","05","674","SAN VICENTE",0.216076058772688,0,69.1443388072602,0,23140
"101","05","679","SANTA BARBARA",1.81864474593533,0,83.6576583130251,0,27493
"102","05","686","SANTA ROSA DE OSOS",1.79593961478397,0,169.182717334722,57.9710144927536,38420
"103","05","690","SANTO DOMINGO",0.233717669055781,0,124.649423496416,0,12836
"104","05","697","EL SANTUARIO",0.213441477015021,250,74.7045169552573,285.714285714286,37481
"105","05","736","SEGOVIA",4.32502299221993,11.4942528735632,203.822922621859,67.4846625766871,40231
"106","05","756","SONSON",1.87582562747688,0,71.334214002642,98.5915492957746,37850
"107","05","761","SOPETRAN",1.4533046884873,0,44.2310122583091,86.9565217391304,15826
"108","05","789","TAMESIS",1.77714590367869,0,136.247852615366,34.4827586206897,16881
"109","05","790","TARAZA",3.39030442836671,0,90.8741393170459,76.0869565217391,28611
"110","05","792","TARSO",1.86799501867995,0,233.499377334994,0,6424
"111","05","809","TITIRIBI",1.43074309219351,0,53.6528659572566,125,11183
"112","05","819","TOLEDO",0.77145612343298,0,154.291224686596,333.333333333333,5185
"113","05","837","TURBO",17.8332387975043,2.12044105173876,63.5280771412365,29.4997862334331,132225
"114","05","842","URAMITA",2.79602963791416,0,125.821333706137,0,7153
"115","05","847","URRAO",8.70198088728561,10.9090909090909,72.7802037845706,62.5,31602
"116","05","854","VALDIVIA",1.93704600484262,0,41.5081286751989,142.857142857143,14455
"117","05","856","VALPARAISO",2.78592375366569,0,146.627565982405,157.894736842105,6820
"118","05","858","VEGACHI",2.83699440706817,28.5714285714286,64.8455864472724,85.7142857142857,12337
"119","05","861","VENECIA",0.5781779136037,0,82.5968448005286,0,12107
"120","05","873","VIGIA DEL FUERTE",7.93071063341334,13.1578947368421,10.4351455702807,17.8571428571429,9583
"121","05","885","YALI",2.38783461103431,0,62.8377529219555,52.6315789473684,7957
"122","05","887","YARUMAL",22.9051301999908,1.998001998002,224.24602992998,68,43702
"123","05","890","YOLOMBO",48.4219445032832,3.49956255468067,50.8366871425545,35.8705161854768,23605
"124","05","893","YONDO",1.12711947466431,0,215.622856022738,86.9565217391304,20406
"125","05","895","ZARAGOZA",5.27704485488127,7.35294117647059,120.28558125097,45.8015267175573,25772
